,Unnamed: 0,Rank,Movie,Studio,Total Gross,All Theaters,Opening Total,Opening Theaters,Open Date,Close Date,Year
6421,92,197,Disconnect,LD,1436900.00,180,"$124,000 ",15,12-Apr,23-May,2013
6422,93,198,Girl Most Likely,RAtt.,1378591.00,351,"$694,447 ",351,19-Jul,12-Sep,2013
6423,0,105,Transcendence,WB,23022309.00,3455,"$10,886,386 ",3455,18-Apr,19-Jun,2014
6424,1,106,As Above/So Below,Uni.,21321100.00,2650,"$8,632,820 ",2640,29-Aug,9-Oct,2014
6425,2,107,Brick Mansions,Rela.,20396829.00,2647,"$9,516,855 ",2647,25-Apr,3-Jul,2014
6426,3,108,"I, Frankenstein",LGF,19075290.00,2753,"$8,610,441 ",2753,24-Jan,20-Mar,2014
6427,4,109,The Legend of Hercules,LG/S,18848538.00,2104,"$8,868,318 ",2104,10-Jan,13-Mar,2014
6428,5,110,Bears,BV,17780194.00,1790,"$4,776,267 ",1720,18-Apr,17-Jul,2014
6429,6,111,Addicted,LGF,17390770.00,1037,"$7,485,346 ",846,10-Oct,4-Dec,2014
6430,7,112,A Haunted House 2,ORF,17329486.00,2310,"$8,843,875 ",2310,18-Apr,12-Jun,2014
6431,8,113,A Most Wanted Man,RAtt.,17237855.00,801,"$2,687,227 ",361,25-Jul,13-Nov,2014
6432,9,114,Begin Again,Wein.,16170632.00,1302,"$134,064 ",5,27-Jun,16-Oct,2014
6433,10,115,Tyler Perry's The Single Moms Club,LGF,15973881.00,1896,"$8,075,111 ",1896,14-Mar,1-May,2014
6434,11,116,Devil's Due,Fox,15821461.00,2544,"$8,308,220 ",2544,17-Jan,20-Mar,2014
6435,12,117,And So It Goes,CE,15160801.00,1816,"$4,642,329 ",1762,25-Jul,2-Oct,2014
6436,13,118,Step Up All In,LG/S,14904384.00,2072,"$6,469,857 ",2072,8-Aug,2-Oct,2014
6437,14,119,Beyond the Lights,Rela.,14618727.00,1789,"$6,200,284 ",1789,14-Nov,5-Feb,2014
6438,15,120,Big Eyes,Wein.,14482031.00,1408,"$3,001,738 ",1307,25-Dec,26-Mar,2014
6439,16,121,America (2014),LGF,14444502.00,1105,"$38,608 ",3,27-Jun,4-Sep,2014
6440,17,122,Left Behind (2014),Free,14019924.00,1887,"$6,300,147 ",1825,3-Oct,11-Dec,2014
6441,18,123,Frank Miller's Sin City: A Dame to Kill For,W/Dim.,13757804.00,2894,"$6,317,683 ",2894,22-Aug,9-Oct,2014
6442,19,124,Labor Day,Par.,13371528.00,2584,"$5,175,282 ",2584,31-Jan,20-Mar,2014
6443,20,125,Whiplash,SPC,13092000.00,567,"$135,388 ",6,10-Oct,12-Apr,2014
6444,21,126,Winter's Tale,WB,12600231.00,2965,"$7,297,694 ",2965,14-Feb,3-Apr,2014
6445,22,127,Foxcatcher,SPC,12096300.00,759,"$270,877 ",6,14-Nov,8-Mar,2014
6446,23,128,Island of Lemurs: Madagascar (IMAX),WB,11017236.00,302,"$188,307 ",37,4-Apr,-,2014
6447,24,129,Belle,FoxS,10726630.00,525,"$106,578 ",4,2-May,28-Aug,2014
6448,25,130,The Drop,FoxS,10724389.00,1192,"$4,104,552 ",809,12-Sep,13-Nov,2014
6449,26,131,P.K.,UTV,10616104.00,272,"$3,565,258 ",272,19-Dec,12-Feb,2014
6450,27,132,Magic in the Moonlight,SPC,10539326.00,964,"$412,095 ",17,25-Jul,20-Nov,2014
6451,28,133,Sabotage (2014),ORF,10508518.00,2486,"$5,272,444 ",2486,28-Mar,15-May,2014
6452,29,134,Moms' Night Out,TriS,10429707.00,1046,"$4,311,083 ",1044,9-May,13-Jul,2014
6453,30,135,The Quiet Ones,LGF,8509867.00,2027,"$3,880,053 ",2027,25-Apr,5-Jun,2014
6454,31,136,Legends of Oz: Dorothy's Return,CE,8462027.00,2658,"$3,747,780 ",2658,9-May,31-Jul,2014
6455,32,137,Inherent Vice,WB,8110975.00,653,"$328,184 ",5,12-Dec,26-Feb,2014
6456,33,138,Vampire Academy,Wein.,7791979.00,2676,"$3,921,742 ",2676,7-Feb,10-Apr,2014
6457,34,139,Bad Words,Focus,7779614.00,1074,"$113,301 ",6,14-Mar,29-May,2014
6458,35,140,Cantinflas,LGF,6382924.00,429,"$2,661,253 ",382,29-Aug,16-Oct,2014
6459,36,141,The Interview (2014),Sony,6105175.00,581,"$1,794,666 ",331,25-Dec,25-Jan,2014
6460,37,142,Meet the Mormons,Purd.,6047363.00,333,"$2,509,808 ",317,10-Oct,12-Feb,2014
6461,38,143,A Most Violent Year,A24,5749134.00,818,"$172,788 ",4,31-Dec,26-Apr,2014
6462,39,144,Cesar Chavez,LGF,5571497.00,664,"$2,861,528 ",664,28-Mar,8-May,2014
6463,40,145,The Skeleton Twins,RAtt.,5284309.00,461,"$380,691 ",15,12-Sep,25-Dec,2014
6464,41,146,The Wind Rises,BV,5209580.00,496,"$313,751 ",21,21-Feb,22-May,2014
6465,42,147,Snowpiercer,RTWC,4563650.00,356,"$171,187 ",8,27-Jun,23-Oct,2014
6466,43,148,The Railway Man,Wein.,4438438.00,600,"$61,845 ",4,11-Apr,17-Jul,2014
6467,44,149,Dear White People,RAtt.,4404154.00,393,"$347,959 ",11,17-Oct,25-Jan,2014
6468,45,150,The Lunchbox,SPC,4235151.00,165,"$44,542 ",3,28-Feb,18-Sep,2014
6469,46,151,My Old Lady,Cohen,4013786.00,273,"$124,680 ",11,10-Sep,15-Jan,2014
6470,47,152,Mr. Turner,SPC,3958500.00,120,"$109,000 ",5,19-Dec,12-Apr,2014
6471,48,153,Ida,MBox,3827060.00,137,"$55,438 ",3,2-May,7-May,2014
6472,49,154,Fading Gigolo,MNE,3769873.00,356,"$180,801 ",5,18-Apr,17-Jul,2014
6473,50,155,Calvary,FoxS,3600006.00,322,"$74,149 ",4,1-Aug,16-Oct,2014
6474,51,156,Wish I Was Here,Focus,3591299.00,753,"$484,401 ",68,18-Jul,11-Sep,2014
6475,52,157,Ghostbusters (30th Anniversary re-release),Sony,3580343.00,784,"$1,756,513 ",784,29-Aug,18-Sep,2014
6476,53,158,Mommy,RAtt.,3494070.00,83,"$473,882 ",62,19-Sep,19-Mar,2014
6477,54,159,What If (2014),CBS,3493000.00,787,"$133,898 ",20,8-Aug,18-Sep,2014
6478,55,160,The Grand Seduction,EOne,3430018.00,124,"$323,743 ",94,30-May,11-Sep,2014
6479,56,161,Veronica Mars,WB,3322127.00,347,"$1,988,351 ",291,14-Mar,24-Apr,2014
6480,57,162,Before I Go To Sleep,CE,3242457.00,1902,"$1,843,347 ",1902,31-Oct,20-Nov,2014
6481,58,163,Rosewater,ORF,3128941.00,371,"$1,154,303 ",371,14-Nov,1-Jan,2014
6482,59,164,Obvious Child,A24,3123963.00,202,"$77,315 ",3,6-Jun,9-Oct,2014
6483,60,165,The Trip to Italy,IFC,2880537.00,199,"$71,712 ",3,15-Aug,9-Nov,2014
6484,61,166,The Identical,Free,2827666.00,1956,"$1,587,137 ",1956,5-Sep,25-Sep,2014
6485,62,167,The Fluffy Movie,ORF,2827393.00,432,"$1,311,446 ",432,25-Jul,28-Aug,2014
6486,63,168,Citizenfour,RTWC,2800870.00,105,"$126,321 ",5,24-Oct,30-Apr,2014
6487,64,169,Kirk Cameron's Saving Christmas,Gold.,2783970.00,410,"$992,087 ",410,14-Nov,25-Dec,2014
6488,65,170,The Pyramid,Fox,2756333.00,685,"$1,369,935 ",589,5-Dec,29-Jan,2014
6489,66,171,The Good Lie,WB,2722209.00,461,"$841,422 ",461,3-Oct,8-Jan,2014
6490,67,172,The Raid 2,SPC,2627209.00,954,"$165,292 ",7,28-Mar,19-Jun,2014
6491,68,173,Under the Skin (2014),A24,2614251.00,176,"$133,154 ",4,4-Apr,14-Aug,2014
6492,69,174,The Admiral: Roaring Currents,CJ,2589811.00,45,"$51,431 ",1,8-Aug,6-Nov,2014
6493,70,175,Dragon Ball Z: Battle of Gods,SV,2553002.00,692,"$296,414 ",62,5-Aug,14-Aug,2014
6494,71,176,Bang Bang,FIP,2546172.00,271,"$1,278,690 ",271,2-Oct,19-Oct,2014
6495,72,177,Kick,UTV,2472695.00,180,"$1,071,373 ",180,25-Jul,21-Aug,2014
6496,73,178,Kill the Messenger,Focus,2450846.00,427,"$941,809 ",374,10-Oct,11-Dec,2014
6497,74,179,The Homesman,Saban,2429989.00,222,"$45,433 ",4,14-Nov,26-Feb,2014
6498,75,180,Ode to My Father,CJ,2300121.00,38,"$33,880 ",1,25-Dec,12-Apr,2014
6499,76,181,Love is Strange,SPC,2262223.00,138,"$117,276 ",5,22-Aug,20-Nov,2014
6500,77,182,2 States,UTV,2238174.00,137,"$1,073,898 ",135,18-Apr,29-May,2014
6501,78,183,Le Week-End,MBox,2225098.00,157,"$43,608 ",3,14-Mar,3-Jul,2014
6502,79,184,Anchorman 2 (R-Rated Extended Cut),Par.,2184339.00,1317,"$1,358,833 ",1317,28-Feb,20-Mar,2014
6503,80,185,2014 Oscar Nominated Short Films,Shrts.,2171849.00,167,"$329,505 ",105,31-Jan,2-Mar,2014
6504,81,186,Words and Pictures,RAtt.,2171257.00,216,"$87,879 ",10,23-May,21-Aug,2014
6505,82,187,Gloria (2014),RAtt.,2107925.00,110,"$56,454 ",3,24-Jan,15-May,2014
6506,83,188,The Immigrant,Wein.,2025328.00,150,"$44,064 ",3,16-May,3-Jul,2014
6507,84,189,Only Lovers Left Alive,SPC,1879534.00,95,"$87,989 ",4,11-Apr,18-Sep,2014
6508,85,190,Tusk,A24,1826705.00,602,"$846,831 ",602,19-Sep,13-Nov,2014
6509,86,191,Tim's Vermeer,SPC,1671377.00,129,"$49,777 ",4,31-Jan,29-May,2014
6510,87,192,Persecuted,MNE,1558836.00,736,"$851,391 ",736,18-Jul,14-Aug,2014
6511,88,193,Awake: The Life of Yogananda,CF&SR,1539680.00,21,"$18,885 ",1,10-Oct,10-Sep,2014
6512,89,194,Fed Up,RTWC,1538899.00,104,"$126,028 ",18,9-May,28-Aug,2014
6513,90,195,Finding Vivian Maier,IFC,1514782.00,97,"$63,600 ",3,28-Mar,10-Aug,2014
6514,91,196,Pride (2014),CBS,1446634.00,124,"$100,040 ",10,26-Sep,20-Nov,2014
6515,92,197,"Two Days, One Night",IFC,1436243.00,120,"$30,700 ",2,24-Dec,7-May,2014
6516,93,198,Locke,A24,1375769.00,121,"$81,006 ",4,25-Apr,14-Aug,2014
6517,0,105,Steve Jobs,Uni.,17766658.00,2493,"$521,522 ",4,9-Oct,13-Dec,2015
6518,1,106,Mr. Holmes,RAtt.,17737646.00,898,"$2,434,908 ",361,17-Jul,5-Nov,2015
6519,2,107,Dope,ORF,17506470.00,2002,"$6,100,010 ",2002,19-Jun,17-Sep,2015
6520,3,108,Seventh Son,Uni.,17223265.00,2875,"$7,217,640 ",2875,6-Feb,19-Mar,2015
6521,4,109,Monkey Kingdom,BV,16432322.00,2012,"$4,577,861 ",2012,17-Apr,23-Jul,2015
6522,5,110,The Transporter Refueled,EC,16029670.00,3434,"$7,355,622 ",3434,4-Sep,19-Nov,2015
6523,6,111,Room,A24,14677654.00,862,"$118,298 ",4,16-Oct,24-Apr,2015
6524,7,112,It Follows,RTWC,14674076.00,1655,"$160,089 ",4,13-Mar,25-Jun,2015
6525,8,113,American Ultra,LGF,14440985.00,2778,"$5,454,284 ",2778,21-Aug,8-Oct,2015
6526,9,114,Woodlawn,PFR,14394097.00,1553,"$4,002,226 ",1553,16-Oct,11-Feb,2015
6527,10,115,Burnt,Wein.,13651946.00,3003,"$5,002,521 ",3003,30-Oct,11-Feb,2015
6528,11,116,Do You Believe?,PFR,12985600.00,1356,"$3,591,282 ",1320,20-Mar,25-Jun,2015
6529,12,117,Carol,Wein.,12711491.00,790,"$253,510 ",4,20-Nov,31-Mar,2015
6530,13,118,Love & Mercy,RAtt.,12551031.00,791,"$2,122,177 ",481,5-Jun,1-Oct,2015
6531,14,119,Strange Magic,BV,12429583.00,3020,"$5,504,441 ",3020,23-Jan,16-Apr,2015
6532,15,120,Hot Tub Time Machine 2,Par.,12314651.00,2901,"$5,963,324 ",2880,20-Feb,26-Mar,2015
6533,16,121,Self/Less,Focus,12279691.00,2353,"$5,403,460 ",2353,10-Jul,27-Aug,2015
6534,17,122,Far from the Madding Crowd,FoxS,12236500.00,902,"$164,985 ",10,1-May,13-Aug,2015
6535,18,123,The 33,WB,12227722.00,2452,"$5,787,266 ",2452,13-Nov,21-Jan,2015
6536,19,124,The Danish Girl,Focus,11114018.00,794,"$187,318 ",4,27-Nov,17-Mar,2015
6537,20,125,The Gunman,ORF,10664749.00,2816,"$5,028,702 ",2816,20-Mar,30-Apr,2015
6538,21,126,Unfinished Business,Fox,10219501.00,2777,"$4,772,613 ",2777,6-Mar,16-Apr,2015
6539,22,127,The Walk,TriS,10137502.00,2509,"$1,560,299 ",448,30-Sep,8-Nov,2015
6540,23,128,The Lady in the Van,SPC,10021175.00,602,,,4-Dec,9-Jun,2015
6541,24,129,Un Gallo con Muchos Huevos,LGF,9080818.00,616,"$3,424,702 ",395,4-Sep,22-Oct,2015
6542,25,130,Amy,A24,8413144.00,435,"$222,500 ",6,3-Jul,14-Jan,2015
6543,26,131,Bajrangi Bhaijaan,Eros,8178001.00,257,"$2,621,282 ",257,17-Jul,10-Sep,2015
6544,27,132,Dragon Ball Z: Resurrection 'F',FUN,8008363.00,913,"$1,817,937 ",183,4-Aug,17-Aug,2015
6545,28,133,Blackhat,Uni.,8005980.00,2568,"$3,901,815 ",2567,16-Jan,5-Feb,2015
6546,29,134,Trumbo (2015),BST,7857741.00,660,"$74,177 ",5,6-Nov,3-Mar,2015
6547,30,135,Mortdecai,LGF,7696134.00,2648,"$4,200,586 ",2648,23-Jan,19-Feb,2015
6548,31,136,While We're Young,A24,7587485.00,762,"$227,688 ",4,27-Mar,28-Jun,2015
6549,32,137,I'll See You In My Dreams,BST,7449681.00,290,"$52,091 ",3,15-May,10-Sep,2015
6550,33,138,The Green Inferno,BH Tilt,7192291.00,1543,"$3,520,626 ",1540,25-Sep,5-Nov,2015
6551,34,139,Our Brand Is Crisis (2015),WB,7002261.00,2202,"$3,238,433 ",2202,30-Oct,17-Dec,2015
6552,35,140,Grandma (2015),SPC,6980524.00,1061,"$115,540 ",4,21-Aug,3-Mar,2015
6553,36,141,Me and Earl and the Dying Girl,FoxS,6758416.00,870,"$196,496 ",15,12-Jun,10-Sep,2015
6554,37,142,Baahubali: The Beginning,BSC,6738000.00,236,"$3,575,000 ",236,9-Jul,23-Jul,2015
6555,38,143,Bajirao Mastani,Eros,6557047.00,304,"$1,744,975 ",304,18-Dec,7-Feb,2015
6556,39,144,Little Boy,ORF,6485961.00,1045,"$2,750,356 ",1045,24-Apr,18-Jun,2015
6557,40,145,The Loft,ORF,6002684.00,1841,"$2,747,342 ",1841,30-Jan,26-Feb,2015
6558,41,146,Victor Frankenstein,Fox,5775076.00,2797,"$2,469,341 ",2797,25-Nov,31-Dec,2015
6559,42,147,Danny Collins,BST,5637066.00,739,"$72,459 ",5,20-Mar,4-Jun,2015
6560,43,148,Dilwale,UTV,4871263.00,268,"$1,920,402 ",268,17-Dec,21-Jan,2015
6561,44,149,90 Minutes in Heaven,Gold.,4842699.00,899,"$2,035,273 ",878,11-Sep,1-Nov,2015
6562,45,150,True Story,FoxS,4719695.00,856,"$1,950,214 ",831,17-Apr,4-Jun,2015
6563,46,151,Suffragette,Focus,4702420.00,517,"$76,244 ",4,23-Oct,14-Jan,2015
6564,47,152,Prem Ratan Dhan Payo,FIP,4364639.00,287,"$2,425,585 ",287,12-Nov,3-Dec,2015
6565,48,153,45 Years,IFC,4247285.00,251,"$65,775 ",3,23-Dec,7-Apr,2015
6566,49,154,The Water Diviner,WB,4196641.00,385,"$1,220,335 ",320,24-Apr,1-Jul,2015
6567,50,155,Irrational Man,SPC,4030360.00,925,"$175,312 ",7,17-Jul,5-Nov,2015
6568,51,156,Anomalisa,Par.,3759286.00,573,"$135,222 ",4,30-Dec,24-Mar,2015
6569,52,157,Scouts Guide to the Zombie Apocalypse,Par.,3703046.00,1509,"$1,841,007 ",1509,30-Oct,19-Nov,2015
6570,53,158,A La Mala,LGF,3629842.00,384,"$1,402,118 ",384,27-Feb,2-Apr,2015
6571,54,159,Spare Parts,LGF,3618912.00,440,"$1,335,768 ",440,16-Jan,5-Mar,2015
6572,55,160,We Are Your Friends,WB,3591417.00,2333,"$1,767,308 ",2333,28-Aug,24-Sep,2015
6573,56,161,What We Do in the Shadows,U/P,3469224.00,154,"$88,940 ",5,13-Feb,12-Nov,2015
6574,57,162,Learning to Drive,BG,3447633.00,339,"$66,015 ",4,21-Aug,26-Nov,2015
6575,58,163,Phoenix (2015),IFC,3184472.00,197,"$30,296 ",2,24-Jul,15-Nov,2015
6576,59,164,Wild Tales,SPC,3106530.00,122,"$85,100 ",4,20-Feb,12-Jul,2015
6577,60,165,Dil Dhadakne Do,Eros,3066100.00,238,"$1,326,267 ",238,5-Jun,12-Jul,2015
6578,61,166,Ladrones,LGF,3063505.00,375,"$1,411,031 ",375,9-Oct,19-Nov,2015
6579,62,167,Tanu Weds Manu Returns,Eros,3044347.00,136,"$1,006,476 ",136,22-May,12-Jul,2015
6580,63,168,Rock The Kasbah,ORF,3020664.00,2012,"$1,470,592 ",2012,23-Oct,26-Nov,2015
6581,64,169,The End of the Tour,A24,3002884.00,355,"$123,238 ",4,31-Jul,24-Dec,2015
6582,65,170,Youth,FoxS,2703296.00,149,"$78,085 ",4,4-Dec,10-Mar,2015
6583,66,171,He Named Me Malala,FoxS,2668936.00,477,"$61,808 ",4,2-Oct,24-Dec,2015
6584,67,172,Chi-Raq,RAtt.,2653032.00,305,"$1,198,453 ",305,4-Dec,28-Jan,2015
6585,68,173,Captive (2015),Par.,2583301.00,807,"$1,393,243 ",806,18-Sep,8-Oct,2015
6586,69,174,Truth,SPC,2541854.00,1122,"$66,232 ",6,16-Oct,11-Feb,2015
6587,70,175,Mistress America,FoxS,2500431.00,512,"$93,206 ",4,14-Aug,12-Nov,2015
6588,71,176,Pawn Sacrifice,BST,2436633.00,781,"$202,053 ",33,16-Sep,17-Dec,2015
6589,72,177,2015 Oscar Nominated Short Films,Shrts.,2412593.00,280,"$416,850 ",118,30-Jan,19-Mar,2015
6590,73,178,Meru,MBox,2334228.00,176,"$91,279 ",7,14-Aug,19-Nov,2015
6591,74,179,WARx2,WARX2,2310625.00,16,"$30,931 ",1,18-Sep,-,2015
6592,75,180,My All American,CE,2246000.00,1565,"$1,365,000 ",1565,13-Nov,29-Nov,2015
6593,76,181,Jem and the Holograms,Uni.,2184640.00,2417,"$1,375,320 ",2413,23-Oct,5-Nov,2015
6594,77,182,Tamasha,UTV,2065487.00,182,"$1,006,059 ",182,25-Nov,10-Dec,2015
6595,78,183,Cake,CLF,1951776.00,482,"$916,179 ",482,23-Jan,19-Feb,2015
6596,79,184,Old Fashioned,Free,1914090.00,298,"$38,965 ",3,6-Feb,19-Mar,2015
6597,80,185,Assassination (2015),WGUSA,1904682.00,33,"$287,700 ",33,7-Aug,4-Oct,2015
6598,81,186,Game of Thrones (IMAX),WB,1896092.00,205,"$1,464,932 ",205,30-Jan,5-Feb,2015
6599,82,187,Legend,Uni.,1872994.00,107,"$86,836 ",4,20-Nov,7-Jan,2015
6600,83,188,Clouds of Sils Maria,IFC,1851517.00,187,"$61,810 ",3,10-Apr,16-Jul,2015
6601,84,189,Testament of Youth,SPC,1822250.00,104,"$53,000 ",4,5-Jun,15-Oct,2015
6602,85,190,Piku,Yash,1801807.00,124,"$941,490 ",119,8-May,17-May,2015
6603,86,191,The Vatican Tapes,LGF,1784763.00,427,"$832,271 ",427,24-Jul,20-Aug,2015
6604,87,192,Son of Saul,SPC,1777043.00,180,"$37,930 ",3,18-Dec,19-May,2015
6605,88,193,Meet the Patels,Alc,1700681.00,101,"$72,180 ",5,11-Sep,10-Dec,2015
6606,89,194,Back to the Future Day,UHE,1650000.00,1815,,,21-Oct,21-Oct,2015
6607,90,195,The Letters,Free,1647416.00,886,"$700,683 ",886,4-Dec,28-Jan,2015
6608,91,196,The Diary of a Teenage Girl,SPC,1477002.00,795,"$52,334 ",4,7-Aug,25-Oct,2015
6609,92,197,I (2015),AaF,1449232.00,222,"$771,312 ",222,13-Jan,19-Jan,2015
6610,93,198,Infinitely Polar Bear,SPC,1430655.00,110,"$47,000 ",5,19-Jun,15-Oct,2015
6611,0,105,Blair Witch,LGF,20777061.00,3121,"$9,576,057 ",3121,16-Sep,27-Oct,2016
6612,1,106,God's Not Dead 2,PFR,20774575.00,2419,"$7,623,662 ",2419,1-Apr,21-Jul,2016
6613,2,107,Keanu,WB (NL),20591853.00,2681,"$9,453,224 ",2658,29-Apr,30-Jun,2016
6614,3,108,Middle School: The Worst Years of My Life,LGF,20007149.00,2822,"$6,878,437 ",2822,7-Oct,1-Dec,2016
6615,4,109,Nine Lives (2016),EC,19700032.00,2264,"$6,249,915 ",2264,5-Aug,27-Oct,2016
6616,5,110,Race (2016),Focus,19206207.00,2387,"$7,353,922 ",2369,19-Feb,21-Apr,2016
6617,6,111,The Choice,LGF,18730891.00,2631,"$6,050,443 ",2631,5-Feb,31-Mar,2016
6618,7,112,Eye in the Sky,BST,18704595.00,1089,"$113,803 ",5,11-Mar,21-Jul,2016
6619,8,113,Bad Santa 2,BG,17782178.00,2945,"$6,176,680 ",2920,23-Nov,26-Jan,2016
6620,9,114,Masterminds (2016),Rela.,17368022.00,3042,"$6,541,205 ",3042,30-Sep,10-Nov,2016
6621,10,115,Norm of the North,LGF,17062499.00,2411,"$6,844,137 ",2411,15-Jan,17-Mar,2016
6622,11,116,The Birth of a Nation,FoxS,15861566.00,2105,"$7,004,254 ",2105,7-Oct,8-Dec,2016
6623,12,117,Eddie the Eagle,Fox,15789389.00,2044,"$6,084,682 ",2042,26-Feb,26-May,2016
6624,13,118,The Infiltrator,BG,15436808.00,1601,"$5,303,775 ",1601,13-Jul,6-Oct,2016
6625,14,119,Keeping Up with the Joneses,Fox,14904426.00,3022,"$5,461,475 ",3022,21-Oct,29-Dec,2016
6626,15,120,Criminal (2016),LG/S,14708696.00,2683,"$5,767,278 ",2683,15-Apr,26-May,2016
6627,16,121,"Hello, My Name is Doris",RAtt.,14444999.00,979,"$84,986 ",4,11-Mar,28-Jul,2016
6628,17,122,The Edge of Seventeen,STX,14431633.00,1945,"$4,754,215 ",1945,18-Nov,5-Jan,2016
6629,18,123,Love & Friendship,RAtt.,14016568.00,826,"$133,513 ",4,13-May,22-Sep,2016
6630,19,124,Jackie,FoxS,13960394.00,508,"$278,715 ",5,2-Dec,20-Apr,2016
6631,20,125,Hillary's America: The Secret History of the Democratic Party,QF,13099931.00,1217,"$74,814 ",3,15-Jul,13-Oct,2016
6632,21,126,A Beautiful Planet,Imax,12769839.00,155,"$223,983 ",137,29-Apr,-,2016
6633,22,127,Triple 9,ORF,12639297.00,2205,"$6,109,085 ",2205,26-Feb,14-Apr,2016
6634,23,128,The Light Between Oceans,BV,12545979.00,1500,"$4,765,838 ",1500,2-Sep,3-Nov,2016
6635,24,129,Dangal,UTV,12391761.00,338,"$3,248,481 ",331,21-Dec,9-Feb,2016
6636,25,130,Fifty Shades of Black,ORF,11686940.00,2075,"$5,900,528 ",2075,29-Jan,25-Mar,2016
6637,26,131,No Manches Frida,PNT,11528613.00,465,"$3,676,235 ",362,2-Sep,3-Nov,2016
6638,27,132,Cafe Society,LGF,11103205.00,631,"$359,289 ",5,15-Jul,6-Oct,2016
6639,28,133,Pride and Prejudice and Zombies,SGem,10938134.00,2931,"$5,324,240 ",2931,5-Feb,3-Mar,2016
6640,29,134,The Darkness,BH Tilt,10753574.00,1769,"$4,950,859 ",1755,13-May,30-Jun,2016
6641,30,135,Nocturnal Animals,Focus,10663357.00,1262,"$492,648 ",37,18-Nov,26-Jan,2016
6642,31,136,Live By Night,WB,10378555.00,2822,"$33,336 ",4,25-Dec,9-Mar,2016
6643,32,137,The Perfect Match,LGF,9669521.00,925,"$4,294,232 ",925,11-Mar,28-Apr,2016
6644,33,138,Popstar: Never Stop Never Stopping,Uni.,9639125.00,2313,"$4,698,715 ",2311,3-Jun,28-Jul,2016
6645,34,139,Hardcore Henry,STX,9252038.00,3015,"$5,107,604 ",3015,8-Apr,12-May,2016
6646,35,140,Meet the Blacks,Free,9097072.00,1015,"$4,055,940 ",1015,1-Apr,21-Jun,2016
6647,36,141,Queen of Katwe,BV,8874389.00,1259,"$304,933 ",52,23-Sep,5-Jan,2016
6648,37,142,Ratchet & Clank,Focus,8821329.00,2895,"$4,869,278 ",2891,29-Apr,2-Jun,2016
6649,38,143,The Lobster (US Release),A24,8700374.00,560,"$190,252 ",4,13-May,29-Sep,2016
6650,39,144,The Wild Life (2016),LG/S,8005586.00,2493,"$3,342,696 ",2493,9-Sep,13-Oct,2016
6651,40,145,Loving,Focus,7710234.00,572,"$159,615 ",4,4-Nov,26-Jan,2016
6652,41,146,Silence (2016),Par.,7100177.00,1580,"$130,880 ",4,23-Dec,23-Feb,2016
6653,42,147,Shut In,EC,6900335.00,2058,"$3,613,567 ",2058,11-Nov,2-Jan,2016
6654,43,148,The Brothers Grimsby,Sony,6874837.00,2235,"$3,258,327 ",2235,11-Mar,14-Apr,2016
6655,44,149,The Young Messiah,Focus,6490401.00,1769,"$3,294,876 ",1761,11-Mar,21-Apr,2016
6656,45,150,Southside with You,RAtt.,6304223.00,897,"$2,868,403 ",813,26-Aug,3-Nov,2016
6657,46,151,Sultan,Yash,6200000.00,283,"$2,371,100 ",282,6-Jul,21-Jul,2016
6658,47,152,Captain Fantastic,BST,5879736.00,550,"$93,824 ",4,8-Jul,27-Oct,2016
6659,48,153,20th Century Women,A24,5664764.00,650,"$111,200 ",4,28-Dec,4-May,2016
6660,49,154,Hunt for the Wilderpeople,Orch.,5205468.00,200,"$78,439 ",5,24-Jun,3-Nov,2016
6661,50,155,Bleed for This,ORF,5083906.00,1549,"$2,366,810 ",1549,18-Nov,15-Dec,2016
6662,51,156,Incarnate,BH Tilt,4799774.00,1737,"$2,534,884 ",1737,2-Dec,29-Dec,2016
6663,52,157,Absolutely Fabulous: The Movie,FoxS,4772155.00,355,"$1,861,118 ",313,22-Jul,29-Sep,2016
6664,53,158,Hands of Stone,Wein.,4712792.00,2011,"$1,751,388 ",810,26-Aug,13-Oct,2016
6665,54,159,Don't Think Twice,TFA,4417667.00,175,"$92,835 ",1,22-Jul,-,2016
6666,55,160,The Meddler,SPC,4267218.00,464,"$57,022 ",4,22-Apr,25-Aug,2016
6667,56,161,Ae Dil Hai Mushkil,FIP,4264983.00,302,"$2,190,042 ",302,28-Oct,24-Nov,2016
6668,57,162,A Hologram for the King,RAtt.,4212494.00,523,"$1,138,578 ",401,22-Apr,7-Jul,2016
6669,58,163,Swiss Army Man,A24,4210454.00,636,"$105,453 ",3,24-Jun,29-Sep,2016
6670,59,164,Denial,BST,4073489.00,648,"$93,728 ",5,30-Sep,19-Dec,2016
6671,60,165,Morgan,Fox,3915251.00,2020,"$2,012,709 ",2020,2-Sep,6-Oct,2016
6672,61,166,Kabali,CineGalaxy,3903095.00,236,"$1,977,716 ",236,21-Jul,-,2016
6673,62,167,The Man Who Knew Infinity,IFC,3866794.00,288,"$80,325 ",6,29-Apr,4-Aug,2016
6674,63,168,Where to Invade Next,Drft.,3827261.00,308,"$897,034 ",308,12-Feb,28-Apr,2016
6675,64,169,Max Steel,ORF,3818664.00,2034,"$2,182,216 ",2034,14-Oct,3-Nov,2016
6676,65,170,Batman: The Killing Joke,Fathom,3775000.00,1325,,,25-Jul,26-Jul,2016
6677,66,171,A Monster Calls,Focus,3740823.00,1523,"$30,909 ",4,23-Dec,26-Jan,2016
